0	#北京地震##北京地震了##地震#   这两天的云这么漂亮，误以为是地震云。 经科普才得知地震云这一说目前尚无定论，也不被气象专家和地质专家认可。都怨小时候课文背得太深刻了。尽信书不如无书，而且知识更新太重要了。 北京	地震和云没多大关系;是两会云;没有地震云这种东西，中科院辟过谣的;	rumor	05月26日 01:03
11	一个小故事，应该是编撰的，某人叫吴好运，今年62岁，熬过了三年自然灾害，在唐山大地震废墟中生存，03年非典爆发的时候，在一线抗疫，后去北川祭祖又遭遇汶川大地震，这次在新冠肆虐下他虽感染却还是顽强的活了下来。可这次来到福建却被倒塌的欣佳宾馆压死了。他一次次躲过了天灾，但唯一一次死在了人祸。	天啊，原来这个消息是真的，我还以为是编撰的呢？;造谣;你一个大V号居然敢造谣，该当何罪。;	rumor	03月09日 14:49
12	一个人的命运吴好运，男，1958年6月生于四川省北川县，出生的第二年中国发生了三年自然灾害，饿了三年肚子的他慢慢长大了，然而他的父母却死于饥饿，1976年，17岁的他考入了华北煤炭医学院（唐山），1976年7月27日他从四川到学校报到，第二天，发生了唐山大地震，他在倒塌的房子下幸运地活了下来，2003年调入广州市第一人民医院，刚刚上班，非典爆发，2008年5月10日，他回家乡北川祭祖，还没来得及走，遇上了汶川大地震，2020年1月，调入武汉市中心医院，遇上了新冠肺炎，身为医生的他上了前线，1月27日被感染住院，2月23日病愈出院，前往福建泉州妻子处养病，入住欣佳宾馆隔离14天，3月7日晚，欣佳宾馆塌了，他没有躲过这次的追杀，享年62岁！#生活的模样##治愈不开心##微博问答#	考试的意思是命运不能自己掌控，顺其自然，该来的还是会来。;老师…这不能治愈不开心;目前没有人能离开武汉，所以他无法去泉州。;	rumor	03月09日 17:16
13	我一直在想这真的是全面奔小康的2020吗？当年郭美美事件红十字会的社会公信力失的还少吗？这么多年又一点一滴建立起来的一丝丝信任又在瞬间土崩瓦解。慈善不是交易，更不是名利场的工具。慈善是需要脚踏实地干实事，不会做就别做物资跑到莆田系医院，地震赈灾物资烂在仓库，协和医院没口罩	某会什么时候死？;姐妹你被举报了;举报的人心术不正;	rumor	02月18日 18:52
14	#土耳其发生6.8级地震##土耳其旅行##河南新增23例确诊病例# 信阳封城了，土耳其发生地震了，疫情又严重了，机票可以退全款了，下个月就该回国了，我该去哪 马尔代夫	别回来 真的;别回来了，疫情过后回也没关系的！;信阳没有封城 评论配图;	rumor	01月25日 15:21
15	当年汶川地震当中被兵哥哥救出的12岁女孩，从废墟下救出的时候，小女孩紧紧抱住19岁兵哥哥，兵哥哥静静的安抚她，直到后来女孩慢慢的停止哭泣，并且还像电影情节一样允诺兵哥哥10年后嫁给他，但是当时谁也没当真。之后小女孩把兵哥哥作为她学习的动力，在接下来这几年中，他们两个人都会用手机互相联系，然而兵哥哥还偶尔寄一些钱或者是物品给她读书，就这样十年过去了，这位兵哥哥也退役了。当这位女孩得知兵哥哥还是单身的时候，就发出了短信：“十年了，你该来娶我回家了！”这名兵哥哥深受震撼，但是他们的感情也从这时候拉开了序幕！最终他们真的步入了婚姻的殿堂，如今他们已经育有一子一女，生活非常的幸福。——祝福他（她）们！	nan	rumor	01月19日 16:00
16	你救我性命，我陪你余生！汶川地震19岁兵哥哥救出12岁的女孩；10年后女孩：你该来娶我回家了！#中国军事# #中国军人# #致敬中国军人# 军人之家的微博视频	博主，这是瞎编的故事，汶川地震拍摄照片的作者亲自出来辟谣了：照片中的小女孩当年只有2岁，现在还在读书……;辟谣了，净网2020;谁家十二岁长这样啊;	rumor	01月07日 22:25
17	当年汶川地震中被兵哥哥救出的12岁女孩时，紧紧抱住19岁的兵哥哥，允诺兵哥哥10年后嫁给他，但谁也没当真。而兵哥哥时常会寄一些钱或物品给她读书。十年过去了，这位救他的兵哥哥也退役了。小女孩发短信	2008.5.12救助，十年后2018.5.12结婚，时间过去19个月，到今天2020.1.5，已有了两个小孩。故事很美，但是时间轴有点紧。。;不用拿爱情去报恩;回复@阔带走滴小阔耐:主角都辟谣了;	rumor	01月05日 11:36
18	当年汶川地震中被兵哥哥救出的12岁女孩，如今他们已经育有一子一女，生活非常的幸福。——祝福他（她）们！	nan	rumor	2019/12/27 20:08
19	看来郭大侠得襄阳城是不欢迎我咋滴，啥时候都不震，就我来的时候震，说实话没经历过，感觉也就那么回事儿吧#湖北孝感地震# 襄阳	回复@负却当年锦鸾书:唉说多了都是泪啊;回复@崔先森的崔:;回复@负却当年锦鸾书:删不了现在，微博给我标注了;	rumor	2019/12/27 8:21
20	据俄 《军工信使》报22日报道：美国东部时间11月21日18时22分，在南中国海检测到当量10-20千吨的爆炸，深度50米。目前中国大陆和台湾已检测到放射水平上升。目前信息正在确认。据halturnerradioshow网站报道，地震检测仪记录到强烈的冲击波。这不太像自然原因的地震，很可能是潜艇发生爆炸。据eadaily报道，美国核潜艇经常在这一海域活动。（救兵  译）突发！俄媒：疑似美国核潜艇在中国南海发生爆炸！	谣言就别乱发了;真的是美国核潜艇炸了的话，美国现在只怕炸锅了;做为一个前政府官员，别去转发谣言了;	rumor	2019/11/22 13:36
21	#南部战区警告美国变花样当心发生不测#【突发】据俄媒《军工信使》22日报称：一艘疑似美国潜艇在中国南海发生当量10-20千吨的爆炸，深度50米，目前有关方面已检测到放射水平上升，地震检测仪记录到强烈的冲击波。这不太像自然原因的地震，很可能是潜艇发生爆炸。『目前该消息还未证实，疑是谣言。』	回复@Kas3Dra:博主名字是台湾傻事;回复@随风远行啊:OK;回复@Kas3Dra:台湾傻哥的博里面有辟谣的博文，你可以去看看;	rumor	2019/11/22 13:58
22	这两天，西方社交媒体上曝出的一条妖言实在是太过惊悚：美东时间11月20日晚间6点22分，南海某海域50米的水下发生“核爆炸”，当量10-20千吨。这则妖言称，消息来自“未经证实的军方消息源”。随后，妖言发布方还贴出来自全球环境监测网（uRADM）的监控截图，称港、台和湛江等地的辐射值异常。妖言臆测这可能是某东方大国的一次水下核试验，是给美国发出的强力“信号”，与当前中美关系和地区局势相联系，另有人肆意发挥说这可能是一次核潜艇爆炸事故。妖言最初来自哪里呢？原来，这则妖言出自一名妖人。他名叫哈尔-特纳（Hal Turner），是美国新泽西州的一名极右翼政治评论员和电台主持人，自己办了一个以自己名字命名的电台和网站“哈尔特纳电台秀”，大肆宣扬白人至上主义，热衷于各种阴谋论，还呼吁暗杀政府官员等等，此君还有一项“显赫”的经历：曾担任多年的中情局线人，当然不是义务劳动，他是从中情局领取费用的。对于他的极端言行，美国主流社会终于也无法容忍，2010年8月，他对三名联邦法官进行杀害威胁而被判入狱两年。总之，劣迹斑斑的人渣一名。妖言毕竟是妖言，只要具备稍微正常思维和常识的人，就发现妖言太过离谱。有人到那个uRADM监测网核查发现，港、台和湛江20日之前的辐射值数据与之后的数值，根本没有显著差别。哈尔-特纳贴出的截图显然在断章取义、故意迷惑缺乏科学常识的人。而且如果是水下核试验或核事故，地震台会有监测，而无论美国和中国地震台官网都没有有关那里的地震监测数值，也就是说，实际上那里一切如常。更有人采访到美国的科学家，对妖言进行了专业打脸。上述妖言在西方社交媒体被打脸的同时，国内的自媒体也开始发酵了。有中国自媒体22日上午称，据俄 《军工信使》报22日报道：美国东部时间11月21日18时22分，在南海检测到当量10-20千吨的爆炸，深度50米。目前中国大陆和台湾已检测到放射水平上升。目前信息正在确认。据halturnerradioshow网站报道，地震检测仪记录到强烈的冲击波。这不太像自然原因的地震，很可能是潜艇发生爆炸。据eadaily报道，美国核潜艇经常在这一海域活动。期货_丝路的微博视频	图片评论 评论配图;如果是真的，一首核潜艇的代价又要讹诈我们多少;真的假的呀。。。。。 昨晚我就在想，中央这次被香港的事弄的憋屈，动手又担心影响祖国崛起大计！但忍着又没面子 想来想去要立威，还真有一个合适的目标！ 第一这个目标得要够强，搞他才有影响力 第二这个目标平时就针对中国，搞他大家只会看热闹，不会集体制裁我们。 第三这个目标在国际上不得人心;	rumor	2019/11/22 16:07
23	有消息说，昨天在南海水下50米深度发生爆炸，已经排除了地震，🇺🇸核潜艇通常会在这海域活动。如果发生这种程度的爆炸，可能会对潜艇及其仪器造成破坏，会迫使核潜艇离开这个区域	勿谓言之不预也 是不是可以这样理解，美国方面未经允许擅自闯入我领海，只要不是太过分平时也就过去了，这次是明白让他们吃个暗亏了，而且他谁不出来 没理由啊;评论什么鬼？对中国来说，无论哪方面的事故这不是一个好消息。;大哥，仔细看新闻，美国东部时间21日18点，就是咱今天上午...;	rumor	2019/11/22 10:12
24	#突发！俄媒：疑似美国核潜艇在中国南海发生爆炸#据俄 《军工信使》报22日报道：美国东部时间11月21日18时22分，在南中国海检测到当量10-20千吨的爆炸，深度50米。目前中国大陆和台湾已检测到放射水平上升。目前信息正在确认。据halturnerradioshow网站报道，地震检测仪记录到强烈的冲击波。这不太像自然原因的地震，很可能是潜艇发生爆炸。据eadaily报道，美国核潜艇经常在这一海域活动。#祖国反黑站[超话]##英驻香港总领馆雇员嫖娼审讯视频##香港##我爱你中国# #军事新闻# #中国人唱给美国的魔性RAP# #南部战区警告美国变花样当心发生不测# #致敬中国军人# #美军动态# #国际军事# #海军# #守護香港#	真他妈污染环境;假的，美国核潜艇在南海爆炸，已辟谣是美国一小地摊电视节目制作的谣言，这节目一直都是以胡编乱造哗众取宠博眼球，这种新闻在她那一个礼拜能造五次，自己去网上查查辟谣消息;红V发这样的消息！！！;	rumor	2019/11/22 11:56
25	#日本台风地震火山一起来#这台风景色壮观不？景色漂亮不？没错就是他——要席卷整个日本！ 天津 迟方磊Black的微博视频	回复@ZhangAN棋:在外注意安全！望早日回到祖国的怀抱啊！;回复@迟方磊Black:我在东京这边;回复@ZhangAN棋:横滨市的朋友拍的！;	rumor	2019/10/12 19:57
26	#宽窄观察[超话]#【#无锡高架坍塌#  讲三座“桥坚强 ”的故事】      一是四川简阳沱江大桥建于1967年，经历了40余年风吹雨打，现在又受到8级大地震冲击，决定炸掉，居然炸而不塌。二是武汉长江大桥，几十年了，每天的列车通过量已增加到150多对，300余列，万吨大货列车可以60公里时速通过，特快客运专列可以100公里时速通过，子弹头动车以120公里通过。三是南京长江大桥，如图三所示。让豆腐渣工程汗颜的，毛泽东时代的三座“桥坚强 ”！	每日经济新闻的微博暗示无锡高架是豆腐渣已经被众人指责，你这又开始了。武汉长江大桥是按照特大公铁两用桥设计，自然可以过火车，但是现在是禁止通过大货车，无锡这次这样的超载车就更别想了。无锡高架设计是给小型车的，事故充其量是监管失职，而不是豆腐渣;开始推锅的各个有关单位人员，逝去的与活着的生命在看着你们~#无锡高架坍塌#;转发微博;	rumor	2019/10/12 8:33
27	#日本台风地震火山一起来#你永远不知道，明天和意外哪一个先来，所以好好把握现在，莫辜负了这蹉跎岁月。做想做的事，过想要的生活，爱想要爱的人……   上海 佛系背包客的微博视频	这景象是真的吗？！;假的吧打台风不打雷的;好可怕;	rumor	2019/10/12 21:28
28	#日本台风地震火山一起来##强台风海贝思登陆日本# 我哥从日本发来的……这特么是科幻片？希望大家都没事。 _Keris的微博视频	你哥喜欢吹牛逼。或者你喜欢吹牛逼。;完全不信;真的吗？这也太....;	rumor	2019/10/12 21:22
29	我的妈哎…昨晚睡着了发生这么恐怖的事情吗我大溧阳不是最安全的地方嘛洪水发不到地震震不到台风刮不到这是怎么了溧阳天目湖那边服务区爆炸十几辆大卡车烧了唉 溧阳市 T-MyWD的微博视频	而且没有通报;超过两百天转发是不是就算造谣了...官方都辟谣了;我的妈耶 发条微博还有杠精出来举报哦;	rumor	2019/9/27 5:55
30	传说是在四川地震中发现的，我绝不相信有这么大的巨蟒，你呢？！ 襄阳	亲眼所见;假的;不信;	rumor	2019/6/27 12:39
31	宜宾地震泥石流山洪暴发，一条长达120米的蛇，腰粗直径为1.5米，今日下午两点从水里面翻腾上岸，引来数千人围观，成都市委高度重视，下令不准任何单位及个人对其伤害，有关专家专机飞往此地，初步断定此次地震与这庞然大物有关。 微博视频	@宜宾公安  @宜宾公安;哈哈哈已经被拘留了;呵呵呵🤭家庭群说真的;	rumor	2019/6/29 1:11
32	四川省宜宾地区发生地震后，引发当地泥石流山洪爆发，某日14时余，有一条长达120米，宽度腰围1.5米左右，从河中游上了岸。当地有关政府立即下令：       不容许任何单位或者个人伤害其性命，否则将严惩不怠！       引来无数群众围观，有关专家专机立即前往实地考察、调研…………祈祷灾区人民平平安安！风调雨顺！！！	回复@要做一只快乐的小肥猪 的表态:;🙏🙏🙏;回复@小许的xu:;	rumor	2019/6/28 8:31
33	四川宜宾地震，原来是这东西在作怪。 中山	这东西你也信，没交智商税吧;这p图技术太垃圾;造谣是要坐牢的;	rumor	2019/6/27 23:14
34	四川地震泥石流山洪暴发，一条长达120米的巨蛇🐍 ，腰粗直径为1.5米，今日下午两点从水里面翻腾上岸，引来数千人围观。 律师宫业星的微博视频	您好，我是宜宾市公安局网警。您的微博账号@律师宫业星 于2019年6月27日22时37分发布的微博系谣言。为避免不实信息的扩散，建议您将该微博自行删除。警方提示：根据《计算机信息网络国际联网安全保护管理办法》，利用互联网制作、复制、传播不实信息等扰乱社会秩序的，都属于违法行为。;像你这种律师，应该没什么业务吧;我也是在群里看到的，有视频有图片。信以为真了。但是想删除也删除不了。不知道什么原因。希望那些道德婊别装好人！希望无端指责者，别狗拿耗子，多管闲事。谣言止于智者，希望你做个智者！别扩大了。;	rumor	2019/6/27 22:37
35	四川地震泥石流山洪暴发，一条长达120米的巨蛇🐍 ，腰粗直径为1.5米，今日下午两点从水里面翻腾上岸，引来数千人围观，政府相关部门高度重视，下令不准任何单位及个人对其伤害，有关专家专机飞往此地，初步断定此次地震与这庞然大物有关	这群人围观的是赛马，蛇明显是P的;不知道真假，如果为假，信以为真。;真的假的？具体什么位置;	rumor	2019/6/27 22:34
36	宜宾地震泥石流山洪暴发，一条长达120米的巨龙，腰粗直径为1.5米，今日下午两点从水里面翻腾上岸，引来数千人围观，成都市委高度重视，下令不准任何单位及个人对其伤害，有关专家专机飞往此地，初步断定此次地震与这庞然大物有关。一看就是假新闻，PS图痕迹那么重！开心开心就好… 成都·犀浦	要是真的头上那个老哥也太胆肥了;太有才了！;假新闻太多;	rumor	2019/6/27 0:25
37	中国30个城市地震危险程度排名。排名危险程度最高的前五名是：石家庄，合肥，西宁，海口，长沙。排名危险程度倒数五名是：武汉，天津，北京，重庆，上海guojia不是乱发展的。#武汉爆料##重庆爆料#	可是武汉有洪水;早在2008年7月，《30个省级城市地震风险出炉 石家庄最高上海最低》一文的作者——北京师范大学环境演变与自然灾害教育部重点实验室徐伟已就该错误结论发表说明，并对给石家庄各界带来的不利影响深表歉意。;长沙为啥危险？;	rumor	2019/6/18 11:24
38	#宜宾地震# 在线等 挺急的 太原 尽力不勉强的微博视频	nan	rumor	2019/6/18 0:30
39	#宜宾长宁6级地震#正蹲马桶上，地震发生了…… 丽江 丽江洛洛的秒拍视频	虽然很惨但我还是忍不住笑了;@北京村干部 来看看;真假的;	rumor	2019/6/18 8:37
40	四川手机报：今日22时55分，宜宾长文县发生5.8级地震，震源深度12千米 ，预计6月18日凌晨三时12分将会有更大地震发生，预计地震级别为7.6级，请大家提前做好准备及通知身边朋友 重庆	你妈死了;被处理以后舒服吗？;nmsl;	rumor	2019/6/18 1:23
41	四川手机报：今日20时55分，宜宾长文县发生5.8级地震，震源深度12千米 ，预计6月18日凌晨三时12分将会有更大地震发生，预计地震级别为7.6级！意外真是无处不在	把你妈日了;造谣违法，快快删除;假信息请删除;	rumor	2019/6/18 1:47
42	这个景象和2008年汶川地震时一模一样，当年亲身体验过地震，现在看了这个样子都后怕#台风山竹##超强台风山竹# 夜猫子半夜不睡觉的秒拍视频	表示看完睡不觉;这是美国;	rumor	2018/9/16 12:18
43	开眼了，内蒙古锡盟东乌旗地震，人类第一次视频记录神奇地壳运动。伤迪伤口修复：伤迪复缘抗菌膏老烂腿糖尿足化去腐生肌膏生肌散促进伤口愈合修复2018.8.4的10点19分内蒙发生地震，人类第一次真实用视频记录地壳的推移运动，大自然真是不可抗衡呀！ 伤迪_熊氏药业的秒拍视频	nan	rumor	2018/8/6 9:32
44	墨江地震，采集于云南交投某项目部 玄空风水馆昆明易阳堂与麻衣神相的微博视频	回复@17號地獄:下次注意。已经删除;回复@髾药啊:谢谢你的把关;这个不是地震，也不是墨江，是镇沅;	rumor	2018/9/8 13:31
45	沉痛悼念：昨天107岁邵逸夫先生出殡了...一个外国人乔布斯去世的时候，我们中国人铺天卷地的刷屏，而邵逸夫去世了，却没有看见有人悼念，2008年汶川地震，他捐了1亿多，我们有千百个学校的教学楼叫做“逸夫教学楼”，多少医院有“逸夫门诊楼＂，这位老人一生捐赠了数以千百亿计的医疗设施和教育设施，对国人来说，他真的比乔布斯伟大的多，是中国人的人性出现了扭曲，麻木不仁，还是我们真的不知道什么是感恩？逸夫老先生，一路走好！！我转了五个群!一个真正做好事的人应该被记住！默哀三分钟！有群的请一起转吧! 乐东黎族自治县·抱由镇	邵逸夫先生已经去世四年了，却每年至少要被出殡一次，这真是对老先生生前做出巨大贡献的教育事业的莫大讽刺。;举报了，邵老14年就出殡了，这种谣言不怕良心遭报应？;沒群的我也转……;	rumor	2018/3/24 22:30
46	584人受伤、甘肃定西6.6级地震已造成75人遇难、截至目前！神情沮丧！据新华社。一个年轻人坐在鸟巢门口…… http	nan	rumor	2018/4/27 15:03
